temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
High,Low,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,No,High,Urban,Yes,Yes,Bad,Good,Yes,0.184881713
High,Low,Yes,High,High,Culex quinquefasciatus,No,High,No,Yes,High,Rural,Yes,Yes,Good,Bad,No,0.322940116
Low,Low,No,High,Low,Anopheles gambiae,No,Low,Yes,Yes,Low,Urban,Yes,Yes,Good,Good,Yes,0.695764983
Low,High,Yes,Low,High,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,Yes,Yes,Bad,Good,Yes,0.782673279
High,High,Yes,High,Low,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.430819349
Low,Low,Yes,Low,High,Anopheles gambiae,No,High,Yes,No,Low,Urban,No,Yes,Good,Bad,Yes,0.030769504
Low,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,No,High,Urban,No,No,Good,Bad,No,0.177821881
High,High,No,Low,High,Aedes aegypti,Yes,High,No,No,Low,Rural,No,No,Bad,Good,No,0.177728844
Low,Low,Yes,High,Low,Anopheles gambiae,No,High,No,No,Low,Urban,Yes,Yes,Bad,Good,No,0.167158958
High,High,Yes,Low,Low,Culex quinquefasciatus,No,Low,No,Yes,Low,Urban,No,Yes,Bad,Good,Yes,0.593191487
High,Low,No,High,Low,Aedes aegypti,No,High,Yes,Yes,High,Urban,Yes,No,Bad,Bad,Yes,0.909860771
Low,Low,No,High,Low,Anopheles gambiae,Yes,High,Yes,No,High,Rural,No,No,Good,Bad,No,0.528630973
High,High,No,High,High,Culex quinquefasciatus,Yes,Low,No,Yes,High,Rural,No,Yes,Good,Bad,Yes,0.786399697
High,Low,No,Low,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Rural,Yes,Yes,Bad,Bad,No,0.064389447
High,Low,No,High,Low,Culex quinquefasciatus,Yes,Low,No,No,Low,Rural,No,No,Bad,Bad,No,0.553464418
High,Low,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,High,Rural,No,No,Bad,Good,No,0.084167743
High,High,No,High,Low,Anopheles gambiae,No,Low,No,No,High,Urban,Yes,No,Bad,Bad,Yes,0.796904258
High,Low,No,Low,High,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,Yes,Good,Good,No,0.637563933
Low,Low,No,High,Low,Aedes aegypti,No,Low,No,No,Low,Rural,Yes,Yes,Bad,Bad,No,0.662983246
Low,Low,No,Low,High,Aedes aegypti,Yes,High,Yes,No,High,Urban,Yes,Yes,Good,Bad,No,0.231685581
Low,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,Yes,No,Bad,Good,No,0.944226266
Low,High,Yes,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Urban,Yes,Yes,Bad,Good,No,0.146099473
Low,High,No,High,High,Culex quinquefasciatus,No,High,No,No,Low,Rural,Yes,Yes,Bad,Bad,No,0.607267292
Low,Low,Yes,Low,Low,Anopheles gambiae,No,Low,No,No,Low,Rural,No,Yes,Good,Bad,Yes,0.135350242
High,High,No,High,High,Aedes aegypti,No,High,Yes,Yes,High,Urban,No,No,Good,Bad,No,0.950726175
Low,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,No,No,High,Urban,No,No,Bad,Bad,No,0.446797625
Low,Low,Yes,Low,Low,Anopheles gambiae,No,High,Yes,No,High,Rural,Yes,Yes,Bad,Good,No,0.249246451
Low,Low,No,High,High,Culex quinquefasciatus,No,Low,Yes,No,High,Rural,Yes,Yes,Good,Good,No,0.957801214
Low,High,Yes,High,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,No,Yes,Bad,Good,Yes,0.23646896
High,Low,No,High,High,Aedes aegypti,Yes,Low,No,No,Low,Rural,No,Yes,Bad,Bad,No,0.031225717
High,Low,No,Low,High,Anopheles gambiae,No,High,Yes,Yes,High,Rural,Yes,No,Good,Good,No,0.251453123
High,High,Yes,High,Low,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Rural,Yes,Yes,Good,Good,No,0.372051408
High,Low,Yes,High,Low,Anopheles gambiae,Yes,Low,Yes,No,High,Urban,Yes,No,Bad,Good,No,0.313191487
High,High,Yes,High,High,Aedes aegypti,Yes,High,Yes,Yes,High,Urban,No,Yes,Bad,Good,No,0.738501332
High,High,No,Low,Low,Anopheles gambiae,No,High,No,Yes,Low,Urban,No,No,Good,Good,Yes,0.344028114
High,High,No,High,Low,Aedes aegypti,Yes,Low,No,No,High,Urban,No,Yes,Bad,Bad,No,0.085001147
Low,Low,Yes,High,Low,Anopheles gambiae,Yes,High,No,No,High,Urban,Yes,No,Bad,Bad,Yes,0.434430501
Low,Low,Yes,High,High,Culex quinquefasciatus,No,High,No,No,Low,Rural,No,Yes,Bad,Good,Yes,0.046756359
High,Low,Yes,High,High,Anopheles gambiae,No,High,No,Yes,Low,Rural,Yes,Yes,Bad,Bad,Yes,0.431968921
Low,Low,No,Low,Low,Aedes aegypti,No,Low,Yes,No,High,Urban,Yes,Yes,Good,Good,No,0.685385987
Low,Low,No,Low,High,Aedes aegypti,Yes,High,No,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.148014576
High,Low,No,High,Low,Aedes aegypti,No,High,Yes,Yes,High,Urban,Yes,No,Good,Good,Yes,0.493675568
High,Low,No,High,Low,Aedes aegypti,Yes,High,No,No,High,Urban,Yes,Yes,Bad,Bad,No,0.449283928
Low,High,No,High,Low,Aedes aegypti,Yes,High,No,No,Low,Rural,No,No,Good,Good,No,0.336505374
High,High,No,Low,Low,Aedes aegypti,Yes,High,Yes,No,Low,Rural,Yes,No,Good,Good,Yes,0.691364419
Low,Low,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,No,Low,Urban,No,Yes,Bad,Good,No,0.832793398
High,Low,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,Yes,Good,Bad,No,0.766802483
Low,High,Yes,Low,Low,Anopheles gambiae,No,High,No,No,Low,Rural,Yes,No,Good,Good,Yes,0.42396839
High,Low,Yes,Low,Low,Aedes aegypti,Yes,Low,No,No,Low,Urban,No,No,Good,Good,Yes,0.689969809
High,Low,No,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,High,Urban,Yes,No,Good,Bad,Yes,0.204255713
High,Low,No,High,Low,Aedes aegypti,No,High,No,No,Low,Urban,Yes,No,Good,Good,Yes,0.915296376
High,High,Yes,High,Low,Anopheles gambiae,Yes,Low,Yes,No,High,Rural,No,No,Bad,Good,Yes,0.253680081
High,Low,No,High,High,Aedes aegypti,No,High,No,No,High,Rural,Yes,Yes,Bad,Good,No,0.160212771
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Urban,Yes,No,Good,Good,Yes,0.213504874
Low,Low,No,High,Low,Aedes aegypti,Yes,High,Yes,Yes,High,Rural,Yes,Yes,Bad,Good,No,0.995601884
Low,Low,No,High,High,Aedes aegypti,Yes,Low,No,No,High,Rural,No,Yes,Bad,Bad,Yes,0.194758365
High,High,No,High,Low,Aedes aegypti,No,Low,No,No,High,Rural,No,No,Good,Bad,Yes,0.312605171
High,High,No,Low,Low,Culex quinquefasciatus,Yes,High,No,No,Low,Urban,Yes,No,Good,Good,No,0.36970997
High,Low,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,No,Low,Urban,Yes,Yes,Bad,Good,No,0.833600652
Low,Low,Yes,High,Low,Anopheles gambiae,No,High,No,Yes,Low,Rural,No,No,Good,Good,No,0.85262248
Low,Low,Yes,High,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,No,Yes,Good,Bad,Yes,0.05423454
Low,High,Yes,Low,High,Aedes aegypti,Yes,High,Yes,Yes,High,Rural,Yes,No,Bad,Bad,Yes,0.348857736
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Urban,No,No,Good,Bad,No,0.487344761
High,High,Yes,High,High,Culex quinquefasciatus,No,High,Yes,Yes,Low,Rural,No,Yes,Bad,Good,Yes,0.853187204
High,Low,No,Low,Low,Aedes aegypti,No,Low,Yes,No,Low,Urban,Yes,No,Good,Good,No,0.519466442
High,High,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Rural,Yes,No,Bad,Bad,Yes,0.250322882
Low,Low,No,High,High,Aedes aegypti,No,High,No,No,Low,Urban,Yes,No,Bad,Bad,Yes,0.17409778
Low,Low,No,High,Low,Aedes aegypti,No,High,No,No,High,Urban,No,No,Bad,Bad,No,0.25680679
High,High,No,High,High,Anopheles gambiae,Yes,High,Yes,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.097033381
High,High,No,Low,Low,Aedes aegypti,Yes,Low,No,No,Low,Rural,No,Yes,Bad,Bad,Yes,0.477159099
Low,High,Yes,High,High,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,Yes,Bad,Bad,No,0.713090563
Low,High,Yes,Low,High,Culex quinquefasciatus,No,High,No,Yes,High,Rural,Yes,No,Bad,Bad,Yes,0.580596759
High,Low,Yes,Low,Low,Aedes aegypti,Yes,Low,No,No,Low,Rural,No,Yes,Good,Bad,Yes,0.12149197
High,Low,No,High,High,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.713094558
High,High,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.971417836
High,High,No,High,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,No,No,Good,Good,Yes,0.694843696
Low,High,No,Low,High,Anopheles gambiae,Yes,Low,Yes,Yes,High,Rural,No,No,Good,Bad,No,0.210790223
Low,High,No,Low,Low,Anopheles gambiae,No,Low,Yes,No,High,Urban,Yes,No,Bad,Good,No,0.894139924
Low,High,No,High,High,Anopheles gambiae,No,Low,Yes,No,High,Urban,No,No,Good,Good,Yes,0.343394333
Low,Low,No,Low,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.65513714
High,Low,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,No,No,Bad,Good,No,0.761133339
Low,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,Yes,Low,Rural,Yes,Yes,Bad,Good,Yes,0.930441701
High,High,No,High,Low,Aedes aegypti,No,Low,No,No,Low,Rural,Yes,Yes,Bad,Bad,No,0.351868186
High,Low,No,Low,High,Culex quinquefasciatus,Yes,Low,No,Yes,High,Rural,Yes,No,Good,Good,No,0.021933068
High,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,No,No,Good,Bad,Yes,0.547373286
High,High,Yes,High,High,Aedes aegypti,No,High,No,Yes,High,Rural,Yes,Yes,Bad,Bad,No,0.850298041
Low,High,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,No,No,Bad,Bad,Yes,0.068635361
High,High,No,Low,High,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Rural,Yes,Yes,Bad,Bad,No,0.970289118
Low,High,No,Low,Low,Anopheles gambiae,No,High,Yes,No,High,Urban,Yes,No,Bad,Good,Yes,0.0937048
Low,Low,Yes,High,Low,Aedes aegypti,Yes,High,No,Yes,Low,Urban,No,Yes,Bad,Good,No,0.535899053
Low,High,No,Low,Low,Anopheles gambiae,No,High,Yes,No,Low,Urban,Yes,Yes,Bad,Good,No,0.077249583
High,High,Yes,High,High,Aedes aegypti,No,Low,Yes,No,Low,Urban,No,Yes,Good,Bad,Yes,0.916087895
High,High,No,High,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,Yes,No,Bad,Bad,Yes,0.08947264
High,Low,Yes,Low,High,Aedes aegypti,No,Low,Yes,No,High,Rural,No,No,Good,Good,No,0.724549721
High,High,No,High,Low,Anopheles gambiae,No,High,No,No,Low,Urban,Yes,Yes,Good,Bad,No,0.157304771
High,High,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,Yes,High,Rural,Yes,Yes,Bad,Good,Yes,0.508526468
Low,High,No,Low,Low,Aedes aegypti,No,Low,No,Yes,Low,Rural,No,Yes,Good,Good,No,0.690248188
High,Low,Yes,High,High,Aedes aegypti,Yes,Low,Yes,Yes,Low,Rural,No,No,Good,Bad,Yes,0.636955171
Low,Low,No,Low,Low,Anopheles gambiae,No,Low,No,No,High,Rural,Yes,No,Good,Good,Yes,0.274112149
High,High,No,Low,Low,Aedes aegypti,Yes,Low,Yes,Yes,Low,Rural,No,Yes,Good,Good,No,0.247977745
Low,High,No,High,Low,Aedes aegypti,Yes,High,Yes,No,High,Urban,Yes,No,Good,Good,Yes,0.581750995
High,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Rural,Yes,Yes,Bad,Bad,No,0.841273094
High,Low,No,Low,High,Anopheles gambiae,Yes,Low,Yes,Yes,High,Rural,No,Yes,Good,Good,No,0.608178779
Low,High,No,Low,High,Anopheles gambiae,Yes,High,Yes,Yes,Low,Rural,No,Yes,Bad,Good,No,0.93034655
High,Low,No,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Rural,Yes,No,Good,Good,No,0.776340989
Low,Low,Yes,High,Low,Culex quinquefasciatus,No,Low,No,No,Low,Rural,Yes,No,Good,Bad,No,0.087173865
High,High,Yes,High,High,Culex quinquefasciatus,No,High,No,Yes,Low,Rural,Yes,Yes,Bad,Good,No,0.925586072
Low,High,Yes,High,Low,Anopheles gambiae,No,High,No,Yes,Low,Rural,No,Yes,Bad,Good,No,0.964910878
Low,High,No,Low,Low,Anopheles gambiae,Yes,Low,Yes,No,Low,Rural,Yes,Yes,Bad,Good,No,0.202464057
High,High,No,Low,High,Aedes aegypti,No,Low,No,No,High,Urban,Yes,No,Good,Good,No,0.998469837
Low,Low,Yes,High,High,Aedes aegypti,Yes,Low,Yes,Yes,Low,Urban,Yes,No,Good,Good,Yes,0.029729377
Low,High,Yes,High,High,Anopheles gambiae,Yes,Low,No,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.453313084
High,High,No,High,High,Anopheles gambiae,No,Low,No,No,Low,Rural,Yes,No,Good,Good,No,0.106259801
Low,Low,Yes,High,Low,Aedes aegypti,Yes,High,No,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.680033285
High,Low,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,Yes,Low,Rural,No,Yes,Bad,Good,No,0.060466109
High,High,No,Low,Low,Aedes aegypti,No,High,Yes,Yes,Low,Rural,No,No,Good,Good,Yes,0.992097873
Low,Low,Yes,Low,High,Anopheles gambiae,No,High,Yes,No,High,Rural,Yes,Yes,Bad,Good,Yes,0.023503976
Low,High,Yes,High,High,Anopheles gambiae,No,High,No,No,Low,Rural,No,No,Good,Bad,Yes,0.6069993
Low,Low,Yes,High,High,Aedes aegypti,No,Low,No,No,Low,Rural,No,No,Good,Bad,Yes,0.479463038
High,Low,Yes,High,Low,Anopheles gambiae,No,High,No,No,Low,Rural,Yes,Yes,Bad,Bad,No,0.303318379
Low,High,Yes,Low,High,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,No,Yes,Good,Bad,Yes,0.946399553
High,High,Yes,Low,High,Anopheles gambiae,Yes,High,No,Yes,High,Urban,No,No,Good,Bad,No,0.58794801
High,Low,No,Low,Low,Anopheles gambiae,Yes,High,No,No,High,Rural,No,No,Good,Bad,Yes,0.222019657
High,Low,Yes,High,Low,Aedes aegypti,No,Low,Yes,No,High,Rural,No,No,Bad,Bad,No,0.503522056
Low,High,Yes,Low,High,Aedes aegypti,No,High,Yes,No,Low,Rural,Yes,Yes,Good,Good,No,0.182677935
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,No,High,Urban,Yes,Yes,Good,Good,No,0.418165272
High,High,Yes,High,Low,Aedes aegypti,No,Low,No,No,Low,Urban,Yes,Yes,Good,Good,Yes,0.565715525
High,High,No,High,High,Culex quinquefasciatus,No,High,Yes,Yes,Low,Rural,Yes,No,Bad,Good,No,0.904126065
High,High,Yes,Low,Low,Culex quinquefasciatus,Yes,High,No,No,Low,Rural,No,Yes,Bad,Good,No,0.777981004
Low,Low,No,Low,High,Aedes aegypti,Yes,Low,No,No,Low,Urban,No,No,Good,Good,No,0.221100905
High,High,Yes,Low,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Urban,Yes,No,Good,Bad,Yes,0.45698002
Low,High,Yes,High,High,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,No,Yes,Good,Bad,Yes,0.766787824
Low,High,No,High,Low,Culex quinquefasciatus,Yes,Low,No,Yes,High,Urban,No,No,Good,Good,No,0.885679952
High,High,Yes,Low,Low,Aedes aegypti,No,Low,No,No,High,Rural,No,Yes,Good,Good,Yes,0.828428855
Low,Low,Yes,High,Low,Aedes aegypti,Yes,High,No,Yes,High,Urban,Yes,No,Good,Good,No,0.732823757
Low,Low,No,Low,Low,Aedes aegypti,No,Low,Yes,No,High,Urban,No,Yes,Bad,Bad,No,0.476865562
Low,Low,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,No,Low,Urban,No,Yes,Bad,Bad,Yes,0.35243596
Low,Low,Yes,Low,High,Aedes aegypti,No,Low,No,No,Low,Rural,No,Yes,Bad,Good,Yes,0.666115237
High,High,Yes,High,Low,Culex quinquefasciatus,No,High,No,No,High,Rural,No,Yes,Bad,Bad,No,0.534399813
High,High,Yes,Low,Low,Culex quinquefasciatus,No,High,Yes,No,Low,Urban,No,No,Good,Bad,No,0.134166901
High,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Urban,No,Yes,Good,Bad,Yes,0.654788422
High,High,Yes,Low,High,Aedes aegypti,Yes,High,Yes,Yes,High,Urban,No,No,Bad,Bad,Yes,0.999989612
Low,High,No,Low,High,Aedes aegypti,No,High,Yes,Yes,High,Rural,Yes,Yes,Good,Bad,No,0.67857875
High,Low,Yes,Low,Low,Aedes aegypti,Yes,High,No,Yes,Low,Rural,Yes,No,Bad,Bad,Yes,0.20293055
Low,Low,Yes,Low,High,Anopheles gambiae,Yes,Low,Yes,No,High,Rural,No,No,Bad,Bad,Yes,0.656458542
Low,High,Yes,Low,High,Anopheles gambiae,No,Low,No,Yes,High,Urban,No,No,Bad,Good,Yes,0.559119431
Low,High,Yes,Low,Low,Aedes aegypti,No,Low,Yes,No,Low,Rural,Yes,No,Good,Bad,Yes,0.549821266
High,Low,No,High,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Urban,No,No,Bad,Good,Yes,0.503197865
Low,High,Yes,High,Low,Anopheles gambiae,Yes,Low,Yes,No,High,Urban,No,No,Good,Good,Yes,0.570258292
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,No,No,Low,Rural,No,Yes,Good,Good,No,0.163163879
High,Low,Yes,High,High,Culex quinquefasciatus,No,High,Yes,No,Low,Urban,No,No,Bad,Bad,No,0.244616878
High,High,No,Low,Low,Aedes aegypti,No,Low,No,No,High,Rural,No,Yes,Bad,Good,No,0.264727452
High,Low,Yes,High,High,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,No,Good,Bad,No,0.655724431
Low,High,Yes,Low,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Rural,Yes,No,Bad,Bad,Yes,0.265526043
Low,Low,No,Low,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Rural,No,Yes,Bad,Good,No,0.055113132
Low,High,No,Low,High,Anopheles gambiae,No,Low,No,Yes,Low,Rural,Yes,No,Bad,Bad,No,0.832652636
High,High,No,Low,High,Aedes aegypti,Yes,Low,Yes,Yes,Low,Urban,Yes,No,Good,Good,No,0.989086613
Low,High,Yes,High,Low,Anopheles gambiae,No,Low,No,No,Low,Rural,Yes,Yes,Good,Good,Yes,0.961550052
High,High,No,High,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,Yes,No,Bad,Bad,Yes,0.67872287
Low,Low,No,High,Low,Anopheles gambiae,Yes,Low,No,No,Low,Urban,No,Yes,Good,Good,Yes,0.924139811
High,High,Yes,Low,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Rural,No,No,Good,Good,No,0.892722479
High,High,Yes,High,High,Aedes aegypti,No,High,No,No,Low,Rural,No,Yes,Bad,Good,Yes,0.844914821
High,High,No,High,Low,Culex quinquefasciatus,No,Low,No,No,Low,Rural,Yes,No,Good,Good,Yes,0.851341613
High,High,No,Low,Low,Aedes aegypti,No,Low,No,No,Low,Urban,Yes,No,Bad,Good,No,0.935502728
High,High,Yes,High,Low,Aedes aegypti,No,Low,Yes,Yes,Low,Rural,Yes,No,Bad,Good,No,0.090379622
High,High,Yes,Low,High,Anopheles gambiae,No,High,No,Yes,High,Urban,Yes,No,Good,Good,No,0.283735128
High,Low,No,Low,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,Yes,Yes,Good,Good,No,0.591833707
High,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,Yes,No,Good,Good,No,0.250596983
Low,High,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Urban,No,No,Bad,Good,Yes,0.786581367
Low,High,No,Low,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,No,No,Good,Good,Yes,0.770612566
High,Low,No,High,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Urban,Yes,No,Good,Good,Yes,0.250429306
Low,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,No,Yes,High,Urban,No,Yes,Bad,Good,Yes,0.735913176
High,High,Yes,Low,Low,Anopheles gambiae,Yes,High,Yes,No,Low,Urban,Yes,Yes,Bad,Bad,Yes,0.995106408
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Urban,Yes,Yes,Bad,Good,Yes,0.473853509
Low,High,No,Low,High,Aedes aegypti,Yes,High,Yes,No,Low,Rural,No,No,Good,Bad,Yes,0.056729919
Low,Low,No,High,Low,Anopheles gambiae,No,High,Yes,No,High,Urban,No,No,Bad,Good,Yes,0.949377348
Low,High,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.650387523
High,High,Yes,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Rural,No,Yes,Bad,Bad,No,0.352288892
Low,Low,Yes,High,High,Aedes aegypti,Yes,High,No,No,High,Rural,Yes,Yes,Good,Good,Yes,0.391430364
Low,High,Yes,High,High,Anopheles gambiae,No,Low,Yes,Yes,Low,Rural,No,Yes,Bad,Bad,No,0.489843399
Low,High,Yes,High,High,Culex quinquefasciatus,No,Low,No,No,High,Urban,No,No,Good,Good,Yes,0.920734092
Low,High,Yes,High,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,No,Yes,Bad,Good,Yes,0.721352393
Low,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,Yes,Yes,Bad,Good,Yes,0.990118167
High,High,No,Low,High,Culex quinquefasciatus,Yes,High,No,Yes,Low,Rural,No,Yes,Good,Bad,No,0.687948358
High,High,Yes,High,Low,Culex quinquefasciatus,No,Low,Yes,No,High,Urban,No,No,Good,Bad,No,0.985906079
High,High,No,High,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,No,No,Bad,Bad,Yes,0.019668923
Low,Low,No,Low,High,Anopheles gambiae,No,Low,No,Yes,Low,Rural,No,No,Bad,Good,No,0.499343202
High,High,Yes,High,Low,Anopheles gambiae,No,High,No,Yes,Low,Rural,Yes,Yes,Good,Bad,Yes,0.705377593
High,Low,Yes,High,Low,Aedes aegypti,No,Low,No,Yes,High,Rural,No,No,Good,Good,Yes,0.136631088
High,Low,No,Low,High,Aedes aegypti,Yes,Low,Yes,No,High,Rural,Yes,No,Bad,Good,Yes,0.055175442
Low,High,Yes,Low,Low,Culex quinquefasciatus,No,High,Yes,No,Low,Urban,Yes,Yes,Good,Good,No,0.764381626
High,Low,Yes,High,Low,Aedes aegypti,Yes,High,No,No,High,Rural,No,No,Good,Bad,Yes,0.188570435
Low,Low,No,Low,Low,Culex quinquefasciatus,Yes,Low,No,No,High,Urban,Yes,No,Good,Good,Yes,0.650720524
High,High,No,High,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,No,Yes,Bad,Good,Yes,0.023995877
High,Low,Yes,Low,High,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,No,Yes,Good,Good,Yes,0.952026236
Low,Low,No,High,Low,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,No,No,Good,Good,Yes,0.887549537
High,Low,Yes,Low,High,Aedes aegypti,Yes,Low,No,No,Low,Urban,Yes,Yes,Bad,Good,Yes,0.627461535
Low,High,Yes,Low,Low,Aedes aegypti,No,Low,No,Yes,Low,Rural,No,No,Bad,Good,No,0.619210735
High,Low,Yes,Low,Low,Aedes aegypti,Yes,High,Yes,No,High,Rural,No,Yes,Bad,Bad,Yes,0.298029579
High,High,No,High,High,Culex quinquefasciatus,Yes,High,No,Yes,Low,Rural,No,Yes,Good,Bad,No,0.77556234
Low,High,No,High,High,Anopheles gambiae,No,High,No,No,Low,Urban,Yes,No,Good,Good,Yes,0.232064256
Low,High,No,Low,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Rural,No,Yes,Bad,Bad,Yes,0.309572162
Low,Low,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,No,Yes,Good,Bad,Yes,0.452200922
Low,High,Yes,High,Low,Aedes aegypti,No,High,No,No,Low,Rural,No,Yes,Good,Good,No,0.435153611
Low,Low,No,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Urban,Yes,No,Bad,Bad,Yes,0.997795875
Low,Low,Yes,High,Low,Aedes aegypti,No,Low,Yes,Yes,High,Rural,No,Yes,Good,Bad,Yes,0.761760969
High,Low,No,Low,High,Anopheles gambiae,No,Low,Yes,No,Low,Rural,Yes,Yes,Good,Good,No,0.594146472
Low,High,Yes,High,High,Aedes aegypti,No,High,No,No,Low,Rural,No,Yes,Bad,Good,Yes,0.200595868
High,High,No,High,Low,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,Yes,Good,Good,No,0.713998678
Low,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,No,Low,Urban,Yes,Yes,Good,Bad,Yes,0.366325867
High,High,Yes,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,Yes,Yes,Bad,Good,Yes,0.362323287
Low,High,No,High,High,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,No,0.375662036
High,High,Yes,Low,High,Aedes aegypti,No,Low,Yes,No,High,Rural,Yes,Yes,Good,Bad,No,0.031852356
Low,High,Yes,Low,High,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,No,Yes,Good,Bad,No,0.184297818
Low,Low,No,High,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Urban,No,No,Good,Bad,No,0.574396489
High,Low,Yes,High,High,Aedes aegypti,No,Low,No,No,Low,Urban,No,Yes,Bad,Bad,No,0.710563704
Low,High,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Rural,No,No,Bad,Bad,No,0.159199838
High,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Rural,No,Yes,Good,Good,No,0.301294234
High,High,No,High,High,Aedes aegypti,No,Low,No,Yes,Low,Rural,Yes,Yes,Bad,Bad,No,0.944546646
